,img_id,file_name,hour,minute,bbox_det,new_file_name,image_url,base_image_url
636,660,Picnic at Hanging Rock 11.59 a.m.png,11,59,"[699.6, 368.11, 628.27, 559.55]",Picnic_at_Hanging_Rock_11.59_a.m.png,https://static.wikia.nocookie.net/theclock/images/3/3a/Picnic_at_Hanging_Rock_11.59_a.m.png/revision/latest/scale-to-width-down/185?cb=20200731065848,https://static.wikia.nocookie.net/theclock/images/3/3a/Picnic_at_Hanging_Rock_11.59_a.m.png
637,661,Picture Perfect 2.48 p.m.png,2,48,"[753.7, 405.9, 207.76, 204.43]",Picture_Perfect_2.48_p.m.png,https://static.wikia.nocookie.net/theclock/images/8/8f/Picture_Perfect_2.48_p.m.png/revision/latest/scale-to-width-down/185?cb=20201222015058,https://static.wikia.nocookie.net/theclock/images/8/8f/Picture_Perfect_2.48_p.m.png
638,662,"Planes, Trains and Automobiles 4.45 p.m.png",4,45,"[656.61, 267.58, 562.17, 606.64]",Planes%2C_Trains_and_Automobiles_4.45_p.m.png,https://static.wikia.nocookie.net/theclock/images/2/27/Planes%2C_Trains_and_Automobiles_4.45_p.m.png/revision/latest/scale-to-width-down/185?cb=20210312051756,https://static.wikia.nocookie.net/theclock/images/2/27/Planes%2C_Trains_and_Automobiles_4.45_p.m.png
639,663,Point Break 11.50 a.m.png,11,50,"[356.65, 88.4, 943.78, 710.45]",Point_Break_11.50_a.m.png,https://static.wikia.nocookie.net/theclock/images/8/8c/Point_Break_11.50_a.m.png/revision/latest/scale-to-width-down/185?cb=20200726070841,https://static.wikia.nocookie.net/theclock/images/8/8c/Point_Break_11.50_a.m.png
640,664,Port of Call 7.51 p.m.png,7,51,"[405.58, 1.88, 443.42, 447.27]",Port_of_Call_7.51_p.m.png,https://static.wikia.nocookie.net/theclock/images/b/b7/Port_of_Call_7.51_p.m.png/revision/latest/scale-to-width-down/185?cb=20210411004429,https://static.wikia.nocookie.net/theclock/images/b/b7/Port_of_Call_7.51_p.m.png
641,665,Port of Call 8.25 p.m.png,8,25,"[997.45, 758.62, 198.2, 209.98]",Port_of_Call_8.25_p.m.png,https://static.wikia.nocookie.net/theclock/images/c/c3/Port_of_Call_8.25_p.m.png/revision/latest/scale-to-width-down/185?cb=20210411004434,https://static.wikia.nocookie.net/theclock/images/c/c3/Port_of_Call_8.25_p.m.png
642,666,Pretty Woman 2.56 a.m.png,2,56,"[905.03, 186.2, 413.93, 425.87]",Pretty_Woman_2.56_a.m.png,https://static.wikia.nocookie.net/theclock/images/d/dc/Pretty_Woman_2.56_a.m.png/revision/latest/scale-to-width-down/185?cb=20200817204339,https://static.wikia.nocookie.net/theclock/images/d/dc/Pretty_Woman_2.56_a.m.png
643,667,Pretty Woman 8.54 p.m.png,8,54,"[709.21, 387.47, 383.83, 366.15]",Pretty_Woman_8.54_p.m.png,https://static.wikia.nocookie.net/theclock/images/d/d1/Pretty_Woman_8.54_p.m.png/revision/latest/scale-to-width-down/185?cb=20200818000342,https://static.wikia.nocookie.net/theclock/images/d/d1/Pretty_Woman_8.54_p.m.png
644,668,Priceless 12.24 p.m.png,12,24,"[1009.18, 220.44, 353.09, 353.69]",Priceless_12.24_p.m.png,https://static.wikia.nocookie.net/theclock/images/4/4f/Priceless_12.24_p.m.png/revision/latest/scale-to-width-down/185?cb=20210325174859,https://static.wikia.nocookie.net/theclock/images/4/4f/Priceless_12.24_p.m.png
645,669,Pride & Prejudice 10.45 a.m.png,10,45,"[869.96, 34.92, 170.29, 180.35]",Pride_%26_Prejudice_10.45_a.m.png,https://static.wikia.nocookie.net/theclock/images/6/67/Pride_%26_Prejudice_10.45_a.m.png/revision/latest/scale-to-width-down/185?cb=20201230042057,https://static.wikia.nocookie.net/theclock/images/6/67/Pride_%26_Prejudice_10.45_a.m.png
646,670,Primer 2.06 p.m.png,2,6,"[519.18, 129.67, 793.16, 793.66]",Primer_2.06_p.m.png,https://static.wikia.nocookie.net/theclock/images/0/0c/Primer_2.06_p.m.png/revision/latest/scale-to-width-down/185?cb=20210605071713,https://static.wikia.nocookie.net/theclock/images/0/0c/Primer_2.06_p.m.png
647,672,Prison Break The Final Break 6.50 p.m.png,6,50,"[1005.82, 370.48, 480.32, 506.23]",Prison_Break_The_Final_Break_6.50_p.m.png,https://static.wikia.nocookie.net/theclock/images/1/13/Prison_Break_The_Final_Break_6.50_p.m.png/revision/latest/scale-to-width-down/185?cb=20210202041956,https://static.wikia.nocookie.net/theclock/images/1/13/Prison_Break_The_Final_Break_6.50_p.m.png
648,673,Prison Break The Final Break 7.03 p.m. 1.png,7,3,"[438.76, 3.54, 907.34, 921.61]",Prison_Break_The_Final_Break_7.03_p.m._1.png,https://static.wikia.nocookie.net/theclock/images/2/2b/Prison_Break_The_Final_Break_7.03_p.m._1.png/revision/latest/scale-to-width-down/185?cb=20210202041002,https://static.wikia.nocookie.net/theclock/images/2/2b/Prison_Break_The_Final_Break_7.03_p.m._1.png
649,674,Prison Break The Final Break 7.03 p.m. 2.png,7,3,"[701.05, 152.04, 614.31, 592.75]",Prison_Break_The_Final_Break_7.03_p.m._2.png,https://static.wikia.nocookie.net/theclock/images/8/87/Prison_Break_The_Final_Break_7.03_p.m._2.png/revision/latest/scale-to-width-down/185?cb=20210202041007,https://static.wikia.nocookie.net/theclock/images/8/87/Prison_Break_The_Final_Break_7.03_p.m._2.png
650,675,Public Enemies 10.36 a.m.png,10,36,"[803.56, 62.25, 78.62, 79.02]",Public_Enemies_10.36_a.m.png,https://static.wikia.nocookie.net/theclock/images/a/a4/Public_Enemies_10.36_a.m.png/revision/latest/scale-to-width-down/185?cb=20200819174656,https://static.wikia.nocookie.net/theclock/images/a/a4/Public_Enemies_10.36_a.m.png
651,676,Pulp Fiction 4.20 p.m.png,4,20,"[1289.07, 310.56, 315.84, 409.2]",Pulp_Fiction_4.20_p.m.png,https://static.wikia.nocookie.net/theclock/images/9/9f/Pulp_Fiction_4.20_p.m.png/revision/latest/scale-to-width-down/185?cb=20200929161322,https://static.wikia.nocookie.net/theclock/images/9/9f/Pulp_Fiction_4.20_p.m.png
652,677,Pulp Fiction 8.17 a.m.png,8,17,"[355.72, 1.14, 189.84, 118.76]",Pulp_Fiction_8.17_a.m.png,https://static.wikia.nocookie.net/theclock/images/4/4a/Pulp_Fiction_8.17_a.m.png/revision/latest/scale-to-width-down/185?cb=20200731091713,https://static.wikia.nocookie.net/theclock/images/4/4a/Pulp_Fiction_8.17_a.m.png
653,679,Quick Change 4.59 p.m.png,4,59,"[701.05, 328.68, 534.89, 535.39]",Quick_Change_4.59_p.m.png,https://static.wikia.nocookie.net/theclock/images/0/05/Quick_Change_4.59_p.m.png/revision/latest/scale-to-width-down/185?cb=20210331003550,https://static.wikia.nocookie.net/theclock/images/0/05/Quick_Change_4.59_p.m.png
654,680,Racing Stripes 6.24 a.m.png,6,24,"[1284.59, 191.33, 108.22, 111.84]",Racing_Stripes_6.24_a.m.png,https://static.wikia.nocookie.net/theclock/images/5/5d/Racing_Stripes_6.24_a.m.png/revision/latest/scale-to-width-down/185?cb=20201229104354,https://static.wikia.nocookie.net/theclock/images/5/5d/Racing_Stripes_6.24_a.m.png
655,681,Radio Days 4.50 p.m.png,4,50,"[228.45, 0.0, 573.93, 527.39]",Radio_Days_4.50_p.m.png,https://static.wikia.nocookie.net/theclock/images/2/2f/Radio_Days_4.50_p.m.png/revision/latest/scale-to-width-down/185?cb=20201229121253,https://static.wikia.nocookie.net/theclock/images/2/2f/Radio_Days_4.50_p.m.png
656,682,Radio Days 7.01 p.m.png,7,1,"[876.6, 31.62, 231.28, 294.03]",Radio_Days_7.01_p.m.png,https://static.wikia.nocookie.net/theclock/images/3/3c/Radio_Days_7.01_p.m.png/revision/latest/scale-to-width-down/185?cb=20201229121259,https://static.wikia.nocookie.net/theclock/images/3/3c/Radio_Days_7.01_p.m.png
657,683,Raising Cain 11.07 a.m.png,11,7,"[736.31, 128.73, 783.96, 809.03]",Raising_Cain_11.07_a.m.png,https://static.wikia.nocookie.net/theclock/images/7/70/Raising_Cain_11.07_a.m.png/revision/latest/scale-to-width-down/185?cb=20200820161632,https://static.wikia.nocookie.net/theclock/images/7/70/Raising_Cain_11.07_a.m.png
658,684,Raising Cain 11.10 a.m.png,11,10,"[722.3, 784.87, 161.74, 189.87]",Raising_Cain_11.10_a.m.png,https://static.wikia.nocookie.net/theclock/images/b/b5/Raising_Cain_11.10_a.m.png/revision/latest/scale-to-width-down/185?cb=20200820161641,https://static.wikia.nocookie.net/theclock/images/b/b5/Raising_Cain_11.10_a.m.png
659,685,Raising Cain 11.24 a.m.png,11,24,"[560.04, 93.14, 759.99, 623.92]",Raising_Cain_11.24_a.m.png,https://static.wikia.nocookie.net/theclock/images/f/fe/Raising_Cain_11.24_a.m.png/revision/latest/scale-to-width-down/185?cb=20200820161650,https://static.wikia.nocookie.net/theclock/images/f/fe/Raising_Cain_11.24_a.m.png
660,686,Ransom 2.29 a.m.png,2,29,"[806.6, 394.96, 211.83, 200.91]",Ransom_2.29_a.m.png,https://static.wikia.nocookie.net/theclock/images/c/c2/Ransom_2.29_a.m.png/revision/latest/scale-to-width-down/185?cb=20201231073629,https://static.wikia.nocookie.net/theclock/images/c/c2/Ransom_2.29_a.m.png
661,687,Raw Deal 11.27 p.m.png,11,27,"[548.81, 346.25, 393.95, 414.7]",Raw_Deal_11.27_p.m.png,https://static.wikia.nocookie.net/theclock/images/4/40/Raw_Deal_11.27_p.m.png/revision/latest/scale-to-width-down/185?cb=20210408170331,https://static.wikia.nocookie.net/theclock/images/4/40/Raw_Deal_11.27_p.m.png
662,688,Raw Deal 11.28 p.m.png,11,28,"[534.93, 362.53, 391.32, 425.05]",Raw_Deal_11.28_p.m.png,https://static.wikia.nocookie.net/theclock/images/0/06/Raw_Deal_11.28_p.m.png/revision/latest/scale-to-width-down/185?cb=20210408170336,https://static.wikia.nocookie.net/theclock/images/0/06/Raw_Deal_11.28_p.m.png
663,689,Raw Deal 12.13 a.m.png,12,13,"[316.48, 167.13, 768.09, 805.86]",Raw_Deal_12.13_a.m.png,https://static.wikia.nocookie.net/theclock/images/4/4f/Raw_Deal_12.13_a.m.png/revision/latest/scale-to-width-down/185?cb=20210408164105,https://static.wikia.nocookie.net/theclock/images/4/4f/Raw_Deal_12.13_a.m.png
664,690,Raw Deal 12.25 a.m.png,12,25,"[453.59, 261.84, 567.33, 552.67]",Raw_Deal_12.25_a.m.png,https://static.wikia.nocookie.net/theclock/images/0/07/Raw_Deal_12.25_a.m.png/revision/latest/scale-to-width-down/185?cb=20210408173806,https://static.wikia.nocookie.net/theclock/images/0/07/Raw_Deal_12.25_a.m.png
665,691,Ray 5.08 p.m.png,5,8,"[333.78, 134.81, 565.31, 612.55]",Ray_5.08_p.m.png,https://static.wikia.nocookie.net/theclock/images/4/4a/Ray_5.08_p.m.png/revision/latest/scale-to-width-down/185?cb=20210225011507,https://static.wikia.nocookie.net/theclock/images/4/4a/Ray_5.08_p.m.png
666,692,Rear Window 1.55 a.m.png,1,55,"[552.03, 228.51, 639.96, 651.24]",Rear_Window_1.55_a.m.png,https://static.wikia.nocookie.net/theclock/images/2/26/Rear_Window_1.55_a.m.png/revision/latest/scale-to-width-down/185?cb=20191102173140,https://static.wikia.nocookie.net/theclock/images/2/26/Rear_Window_1.55_a.m.png
667,693,Rear Window 2.35 a.m.png,2,35,"[537.62, 185.62, 704.36, 704.54]",Rear_Window_2.35_a.m.png,https://static.wikia.nocookie.net/theclock/images/7/76/Rear_Window_2.35_a.m.png/revision/latest/scale-to-width-down/185?cb=20191102173222,https://static.wikia.nocookie.net/theclock/images/7/76/Rear_Window_2.35_a.m.png
668,694,Rebecca 5.12 p.m.png,5,12,"[346.77, 227.27, 280.06, 364.4]",Rebecca_5.12_p.m.png,https://static.wikia.nocookie.net/theclock/images/8/8e/Rebecca_5.12_p.m.png/revision/latest/scale-to-width-down/185?cb=20191102174201,https://static.wikia.nocookie.net/theclock/images/8/8e/Rebecca_5.12_p.m.png
669,695,Rebecca 11.57 a.m.png,11,57,"[402.37, 159.31, 272.86, 292.24]",Rebecca_11.57_a.m.png,https://static.wikia.nocookie.net/theclock/images/7/78/Rebecca_11.57_a.m.png/revision/latest/scale-to-width-down/185?cb=20191102174200,https://static.wikia.nocookie.net/theclock/images/7/78/Rebecca_11.57_a.m.png
670,696,Repulsion 7.05 p.m.png,7,5,"[760.29, 110.07, 566.56, 584.22]",Repulsion_7.05_p.m.png,https://static.wikia.nocookie.net/theclock/images/2/2c/Repulsion_7.05_p.m.png/revision/latest/scale-to-width-down/185?cb=20200808093029,https://static.wikia.nocookie.net/theclock/images/2/2c/Repulsion_7.05_p.m.png
671,697,Repulsion 8.52 p.m.png,8,52,"[853.45, 507.97, 187.54, 269.75]",Repulsion_8.52_p.m.png,https://static.wikia.nocookie.net/theclock/images/3/31/Repulsion_8.52_p.m.png/revision/latest/scale-to-width-down/185?cb=20200808093032,https://static.wikia.nocookie.net/theclock/images/3/31/Repulsion_8.52_p.m.png
672,698,Repulsion 12.27 a.m.png,12,27,"[689.85, 255.15, 454.49, 675.36]",Repulsion_12.27_a.m.png,https://static.wikia.nocookie.net/theclock/images/f/f5/Repulsion_12.27_a.m.png/revision/latest/scale-to-width-down/185?cb=20200808093011,https://static.wikia.nocookie.net/theclock/images/f/f5/Repulsion_12.27_a.m.png
673,699,Rififi 1.02 a.m.png,1,2,"[439.92, 398.33, 293.29, 356.4]",Rififi_1.02_a.m.png,https://static.wikia.nocookie.net/theclock/images/b/b0/Rififi_1.02_a.m.png/revision/latest/scale-to-width-down/185?cb=20200808121140,https://static.wikia.nocookie.net/theclock/images/b/b0/Rififi_1.02_a.m.png
674,700,Rififi 2.47 a.m.png,2,47,"[534.28, 304.86, 229.82, 194.55]",Rififi_2.47_a.m.png,https://static.wikia.nocookie.net/theclock/images/c/c4/Rififi_2.47_a.m.png/revision/latest/scale-to-width-down/185?cb=20200808121147,https://static.wikia.nocookie.net/theclock/images/c/c4/Rififi_2.47_a.m.png
675,701,Rififi 3.05 a.m.png,3,5,"[619.71, 455.48, 200.97, 247.55]",Rififi_3.05_a.m.png,https://static.wikia.nocookie.net/theclock/images/3/35/Rififi_3.05_a.m.png/revision/latest/scale-to-width-down/185?cb=20200808121154,https://static.wikia.nocookie.net/theclock/images/3/35/Rififi_3.05_a.m.png
676,702,Rififi 4.20 a.m. 2.png,4,20,"[471.56, 228.0, 436.36, 540.85]",Rififi_4.20_a.m._2.png,https://static.wikia.nocookie.net/theclock/images/2/29/Rififi_4.20_a.m._2.png/revision/latest/scale-to-width-down/185?cb=20200808121208,https://static.wikia.nocookie.net/theclock/images/2/29/Rififi_4.20_a.m._2.png
677,703,Risky Business 3.29 p.m.png,3,29,"[376.15, 106.5, 640.1, 640.63]",Risky_Business_3.29_p.m.png,https://static.wikia.nocookie.net/theclock/images/9/9d/Risky_Business_3.29_p.m.png/revision/latest/scale-to-width-down/185?cb=20201230082703,https://static.wikia.nocookie.net/theclock/images/9/9d/Risky_Business_3.29_p.m.png
678,704,Road House 8.19 p.m.png,8,19,"[360.4, 267.63, 492.1, 492.94]",Road_House_8.19_p.m.png,https://static.wikia.nocookie.net/theclock/images/7/7c/Road_House_8.19_p.m.png/revision/latest/scale-to-width-down/185?cb=20200823154249,https://static.wikia.nocookie.net/theclock/images/7/7c/Road_House_8.19_p.m.png
679,705,Romancing the Stone 12.10 p.m. 1.png,12,10,"[887.22, 137.19, 330.15, 417.57]",Romancing_the_Stone_12.10_p.m._1.png,https://static.wikia.nocookie.net/theclock/images/7/7d/Romancing_the_Stone_12.10_p.m._1.png/revision/latest/scale-to-width-down/185?cb=20200816202103,https://static.wikia.nocookie.net/theclock/images/7/7d/Romancing_the_Stone_12.10_p.m._1.png
680,706,Rose Red 4.00 a.m.png,4,0,"[218.34, 60.96, 319.16, 345.48]",Rose_Red_4.00_a.m.png,https://static.wikia.nocookie.net/theclock/images/2/28/Rose_Red_4.00_a.m.png/revision/latest/scale-to-width-down/185?cb=20200806122510,https://static.wikia.nocookie.net/theclock/images/2/28/Rose_Red_4.00_a.m.png
681,707,Rosemary's Baby 9.30 p.m.png,9,30,"[1509.43, 663.21, 286.25, 172.78]",Rosemary%27s_Baby_9.30_p.m.png,https://static.wikia.nocookie.net/theclock/images/4/4a/Rosemary%27s_Baby_9.30_p.m.png/revision/latest/scale-to-width-down/185?cb=20200815184938,https://static.wikia.nocookie.net/theclock/images/4/4a/Rosemary%27s_Baby_9.30_p.m.png
682,708,Run Lola Run 11.40 a.m.png,11,40,"[716.4, 383.59, 125.56, 167.42]",Run_Lola_Run_11.40_a.m.png,https://static.wikia.nocookie.net/theclock/images/a/aa/Run_Lola_Run_11.40_a.m.png/revision/latest/scale-to-width-down/185?cb=20191103011622,https://static.wikia.nocookie.net/theclock/images/a/aa/Run_Lola_Run_11.40_a.m.png
683,709,Run Lola Run 11.50 a.m.png,11,50,"[1233.7, 209.5, 264.35, 374.57]",Run_Lola_Run_11.50_a.m.png,https://static.wikia.nocookie.net/theclock/images/0/0f/Run_Lola_Run_11.50_a.m.png/revision/latest/scale-to-width-down/185?cb=20191103011654,https://static.wikia.nocookie.net/theclock/images/0/0f/Run_Lola_Run_11.50_a.m.png
684,710,Run Lola Run 11.57 a.m. 1.png,11,57,"[710.65, 279.89, 502.83, 559.14]",Run_Lola_Run_11.57_a.m._1.png,https://static.wikia.nocookie.net/theclock/images/9/96/Run_Lola_Run_11.57_a.m._1.png/revision/latest/scale-to-width-down/185?cb=20191103011752,https://static.wikia.nocookie.net/theclock/images/9/96/Run_Lola_Run_11.57_a.m._1.png
685,711,Run Lola Run 11.57 a.m. 2.png,11,57,"[800.79, 447.0, 272.5, 189.56]",Run_Lola_Run_11.57_a.m._2.png,https://static.wikia.nocookie.net/theclock/images/1/16/Run_Lola_Run_11.57_a.m._2.png/revision/latest/scale-to-width-down/185?cb=20191103011813,https://static.wikia.nocookie.net/theclock/images/1/16/Run_Lola_Run_11.57_a.m._2.png
686,712,Run Lola Run 11.57 a.m. 3.png,11,57,"[317.2, 57.72, 1167.93, 972.35]",Run_Lola_Run_11.57_a.m._3.png,https://static.wikia.nocookie.net/theclock/images/5/5c/Run_Lola_Run_11.57_a.m._3.png/revision/latest/scale-to-width-down/185?cb=20191103011840,https://static.wikia.nocookie.net/theclock/images/5/5c/Run_Lola_Run_11.57_a.m._3.png
687,713,Run Lola Run 11.59 a.m.png,11,59,"[227.27, 20.26, 1453.51, 1007.49]",Run_Lola_Run_11.59_a.m.png,https://static.wikia.nocookie.net/theclock/images/8/89/Run_Lola_Run_11.59_a.m.png/revision/latest/scale-to-width-down/185?cb=20191103011902,https://static.wikia.nocookie.net/theclock/images/8/89/Run_Lola_Run_11.59_a.m.png
688,714,Runaway Jury 9.23 a.m.png,9,23,"[1068.47, 205.22, 235.36, 233.36]",Runaway_Jury_9.23_a.m.png,https://static.wikia.nocookie.net/theclock/images/0/0d/Runaway_Jury_9.23_a.m.png/revision/latest/scale-to-width-down/185?cb=20201230080009,https://static.wikia.nocookie.net/theclock/images/0/0d/Runaway_Jury_9.23_a.m.png
689,715,Sabotage 1.31 p.m.png,1,31,"[263.95, 18.11, 815.25, 770.59]",Sabotage_1.31_p.m.png,https://static.wikia.nocookie.net/theclock/images/f/f0/Sabotage_1.31_p.m.png/revision/latest/scale-to-width-down/185?cb=20200801060513,https://static.wikia.nocookie.net/theclock/images/f/f0/Sabotage_1.31_p.m.png
690,716,Sabotage 1.35 p.m.png,1,35,"[410.2, 231.67, 556.47, 507.9]",Sabotage_1.35_p.m.png,https://static.wikia.nocookie.net/theclock/images/0/06/Sabotage_1.35_p.m.png/revision/latest/scale-to-width-down/185?cb=20200801060519,https://static.wikia.nocookie.net/theclock/images/0/06/Sabotage_1.35_p.m.png
691,717,Sabotage 1.45 p.m.png,1,45,"[508.95, 264.2, 361.53, 540.64]",Sabotage_1.45_p.m.png,https://static.wikia.nocookie.net/theclock/images/a/a6/Sabotage_1.45_p.m.png/revision/latest/scale-to-width-down/185?cb=20200801060529,https://static.wikia.nocookie.net/theclock/images/a/a6/Sabotage_1.45_p.m.png
692,718,Sabotage 10.54 a.m.png,10,54,"[408.44, 342.07, 265.58, 358.95]",Sabotage_10.54_a.m.png,https://static.wikia.nocookie.net/theclock/images/8/8f/Sabotage_10.54_a.m.png/revision/latest/scale-to-width-down/185?cb=20200801060504,https://static.wikia.nocookie.net/theclock/images/8/8f/Sabotage_10.54_a.m.png
693,719,Safe 8.15 a.m.png,8,15,"[223.42, 303.46, 244.61, 264.5]",Safe_8.15_a.m.png,https://static.wikia.nocookie.net/theclock/images/c/c0/Safe_8.15_a.m.png/revision/latest/scale-to-width-down/185?cb=20200814050601,https://static.wikia.nocookie.net/theclock/images/c/c0/Safe_8.15_a.m.png
694,720,Safety Last! 1.44 p.m.png,1,44,"[553.5, 239.86, 527.7, 491.88]",Safety_Last%21_1.44_p.m.png,https://static.wikia.nocookie.net/theclock/images/1/18/Safety_Last%21_1.44_p.m.png/revision/latest/scale-to-width-down/185?cb=20200917072417,https://static.wikia.nocookie.net/theclock/images/1/18/Safety_Last%21_1.44_p.m.png
695,721,Safety Last! 2.45 p.m.png,2,45,"[431.46, 1.04, 241.49, 401.09]",Safety_Last%21_2.45_p.m.png,https://static.wikia.nocookie.net/theclock/images/6/6f/Safety_Last%21_2.45_p.m.png/revision/latest/scale-to-width-down/185?cb=20200917072425,https://static.wikia.nocookie.net/theclock/images/6/6f/Safety_Last%21_2.45_p.m.png
696,722,Safety Last! 7.52 a.m.png,7,52,"[605.27, 287.59, 442.23, 491.74]",Safety_Last%21_7.52_a.m.png,https://static.wikia.nocookie.net/theclock/images/7/71/Safety_Last%21_7.52_a.m.png/revision/latest/scale-to-width-down/185?cb=20200917072357,https://static.wikia.nocookie.net/theclock/images/7/71/Safety_Last%21_7.52_a.m.png
697,723,Safety Last! 8.10 a.m.png,8,10,"[925.08, 691.28, 233.73, 242.62]",Safety_Last%21_8.10_a.m.png,https://static.wikia.nocookie.net/theclock/images/7/7c/Safety_Last%21_8.10_a.m.png/revision/latest/scale-to-width-down/185?cb=20200917072410,https://static.wikia.nocookie.net/theclock/images/7/7c/Safety_Last%21_8.10_a.m.png
698,724,Saw 1.07 a.m.png,1,7,"[558.09, 125.3, 852.66, 829.35]",Saw_1.07_a.m.png,https://static.wikia.nocookie.net/theclock/images/7/74/Saw_1.07_a.m.png/revision/latest/scale-to-width-down/185?cb=20200730234050,https://static.wikia.nocookie.net/theclock/images/7/74/Saw_1.07_a.m.png
699,725,Saw 10.21 p.m.png,10,21,"[556.75, 117.16, 664.95, 685.5]",Saw_10.21_p.m.png,https://static.wikia.nocookie.net/theclock/images/6/69/Saw_10.21_p.m.png/revision/latest/scale-to-width-down/185?cb=20200730234057,https://static.wikia.nocookie.net/theclock/images/6/69/Saw_10.21_p.m.png
700,726,Saw 10.35 p.m.png,10,35,"[390.43, 63.2, 1090.2, 981.14]",Saw_10.35_p.m.png,https://static.wikia.nocookie.net/theclock/images/1/1d/Saw_10.35_p.m.png/revision/latest/scale-to-width-down/185?cb=20200730234103,https://static.wikia.nocookie.net/theclock/images/1/1d/Saw_10.35_p.m.png
701,727,Saw 12.05 a.m.png,12,5,"[554.04, 135.77, 839.32, 821.14]",Saw_12.05_a.m.png,https://static.wikia.nocookie.net/theclock/images/d/db/Saw_12.05_a.m.png/revision/latest/scale-to-width-down/185?cb=20200730234046,https://static.wikia.nocookie.net/theclock/images/d/db/Saw_12.05_a.m.png
702,728,Saw II 7.29 p.m.png,7,29,"[958.39, 332.72, 476.81, 470.34]",Saw_II_7.29_p.m.png,https://static.wikia.nocookie.net/theclock/images/3/34/Saw_II_7.29_p.m.png/revision/latest/scale-to-width-down/185?cb=20200808161249,https://static.wikia.nocookie.net/theclock/images/3/34/Saw_II_7.29_p.m.png
703,729,Saw II 8.23 p.m.png,8,23,"[784.47, 147.3, 589.46, 598.2]",Saw_II_8.23_p.m.png,https://static.wikia.nocookie.net/theclock/images/3/3b/Saw_II_8.23_p.m.png/revision/latest/scale-to-width-down/185?cb=20200808161300,https://static.wikia.nocookie.net/theclock/images/3/3b/Saw_II_8.23_p.m.png
704,732,Scorpio 7.00 p.m.png,7,0,"[837.61, 306.24, 496.61, 444.47]",Scorpio_7.00_p.m.png,https://static.wikia.nocookie.net/theclock/images/0/04/Scorpio_7.00_p.m.png/revision/latest/scale-to-width-down/185?cb=20200827162903,https://static.wikia.nocookie.net/theclock/images/0/04/Scorpio_7.00_p.m.png
705,733,Scream 5.45 p.m.png,5,45,"[481.05, 201.83, 636.24, 596.91]",Scream_5.45_p.m.png,https://static.wikia.nocookie.net/theclock/images/4/49/Scream_5.45_p.m.png/revision/latest/scale-to-width-down/185?cb=20201230040346,https://static.wikia.nocookie.net/theclock/images/4/49/Scream_5.45_p.m.png
706,734,Scream 7.16 p.m.png,7,16,"[910.17, 433.32, 379.29, 360.26]",Scream_7.16_p.m.png,https://static.wikia.nocookie.net/theclock/images/e/e9/Scream_7.16_p.m.png/revision/latest/scale-to-width-down/185?cb=20201230040348,https://static.wikia.nocookie.net/theclock/images/e/e9/Scream_7.16_p.m.png
707,735,Scrooge 4.45 p.m.png,4,45,"[427.14, 179.66, 396.08, 385.9]",Scrooge_4.45_p.m.png,https://static.wikia.nocookie.net/theclock/images/8/80/Scrooge_4.45_p.m.png/revision/latest/scale-to-width-down/185?cb=20200914085112,https://static.wikia.nocookie.net/theclock/images/8/80/Scrooge_4.45_p.m.png
708,736,Scrooge 5.53 p.m.png,5,53,"[692.41, 428.87, 96.57, 98.62]",Scrooge_5.53_p.m.png,https://static.wikia.nocookie.net/theclock/images/3/38/Scrooge_5.53_p.m.png/revision/latest/scale-to-width-down/185?cb=20200914085118,https://static.wikia.nocookie.net/theclock/images/3/38/Scrooge_5.53_p.m.png
709,737,Scrooge 10.20 p.m.png,10,20,"[525.16, 296.84, 456.29, 531.19]",Scrooge_10.20_p.m.png,https://static.wikia.nocookie.net/theclock/images/b/b4/Scrooge_10.20_p.m.png/revision/latest/scale-to-width-down/185?cb=20200914085122,https://static.wikia.nocookie.net/theclock/images/b/b4/Scrooge_10.20_p.m.png
710,738,Scrooged 12.00 p.m. 1.png,12,0,"[545.45, 218.78, 645.22, 701.33]",Scrooged_12.00_p.m._1.png,https://static.wikia.nocookie.net/theclock/images/2/2a/Scrooged_12.00_p.m._1.png/revision/latest/scale-to-width-down/185?cb=20200818230902,https://static.wikia.nocookie.net/theclock/images/2/2a/Scrooged_12.00_p.m._1.png
711,739,Searching for Bobby Fischer 2.18 p.m.png,2,18,"[1157.15, 637.23, 164.54, 158.53]",Searching_for_Bobby_Fischer_2.18_p.m.png,https://static.wikia.nocookie.net/theclock/images/7/76/Searching_for_Bobby_Fischer_2.18_p.m.png/revision/latest/scale-to-width-down/185?cb=20201229102802,https://static.wikia.nocookie.net/theclock/images/7/76/Searching_for_Bobby_Fischer_2.18_p.m.png
712,740,Seconds 11.59 a.m.png,11,59,"[406.66, 214.22, 743.25, 710.57]",Seconds_11.59_a.m.png,https://static.wikia.nocookie.net/theclock/images/0/03/Seconds_11.59_a.m.png/revision/latest/scale-to-width-down/185?cb=20210604085325,https://static.wikia.nocookie.net/theclock/images/0/03/Seconds_11.59_a.m.png
713,741,Secret Honor 10.30 p.m.png,10,30,"[495.19, 245.25, 533.1, 541.24]",Secret_Honor_10.30_p.m.png,https://static.wikia.nocookie.net/theclock/images/9/91/Secret_Honor_10.30_p.m.png/revision/latest/scale-to-width-down/185?cb=20200922074525,https://static.wikia.nocookie.net/theclock/images/9/91/Secret_Honor_10.30_p.m.png
